diretor,ano,diretor_primeiro_nome,genero
Simeon Rice,2014,Simeon,male
Brad Anderson,2001,Brad,male
Jeff Garlin,2006,Jeff,male
Qasim Basir,2010,Qasim,male
Adam Green,2006,Adam,male
Charles Chaplin,1936,Charles,male
Pete Jones,2002,Pete,male
Bruce Campbell,2007,Bruce,male
Mark Brown,2005,Mark,male
Adam Carolla,2015,Adam,male
Ira Sachs,2005,Ira,male
John Sayles,2010,John,male
James Mottern,2008,James,male
Jaime Zevallos,2015,Jaime,female
Rob Zombie,2012,Rob,male
Robert Greenwald,2005,Robert,male
Dave Rodriguez,2013,Dave,male
Frank Lotito,2015,Frank,male
Timothy Woodward Jr.,2015,Timothy Woodward,NA
Tara Subkoff,2015,Tara,female
Russell Friedenberg,2015,Russell,male
William Cottrell,1937,William,male
Alex Ranarivelo,2016,Alex,male
David Worth,2014,David,male
Leslie H. Martinson,1966,Leslie H.,NA
Robert M. Young,1982,Robert M.,NA
Steve Buscemi,1996,Steve,male
Ham Tran,2006,Ham,NA
Rich Cowan,1999,Rich,male
Jonathan Kesselman,2003,Jonathan,male
Craig Moss,2010,Craig,male
Tyler Oliver,2009,Tyler,male
Alfred Hitchcock,1940,Alfred,male
Steve Miner,1981,Steve,male
Billy Wilder,1945,Billy,male
Douglas Cheek,1984,Douglas,male
Youssef Delara,2012,Youssef,male
Deryck Broom,2011,Deryck,male
Henry Hathaway,1953,Henry,male
John Ford,1941,John,male
Spike Lee,2014,Spike,male
Steven Soderbergh,1989,Steven,male
James Wan,2004,James,male
Jay Chandrasekhar,2001,Jay,male
Giovanni Zelko,2014,Giovanni,male
Kenneth Lonergan,2000,Kenneth,male
Alfred Hitchcock,1955,Alfred,male
Jamie Babbit,1999,Jamie,female
David Boyd,2013,David,male
Quentin Tarantino,1992,Quentin,male
Walter Lang,1940,Walter,male
Steve Taylor,2012,Steve,male
Kurt Voss,2001,Kurt,male
James David Pasternak,2007,James David,NA
Tom Sanchez,2013,Tom,male
David Caffrey,2003,David,male
Adam Jay Epstein,2008,Adam Jay,NA
Michael Curtiz,1936,Michael,male
Rob Bowman,1993,Rob,male
Ossie Davis,1970,Ossie,female
Jay Alaimo,2015,Jay,male
Dylan Bank,2015,Dylan,male
Rob McKittrick,2005,Rob,male
Jeff Burr,1987,Jeff,male
Harry Gantz,2002,Harry,male
Matthew R. Anderson,2010,Matthew R.,NA
Michael Curtiz,1942,Michael,male
Douglas Trumbull,1972,Douglas,male
John G. Avildsen,1976,John G.,NA
Levan Gabriadze,2014,Levan,male
Martin Scorsese,1976,Martin,male
Joe Dante,1981,Joe,male
Bradley Parker,2012,Bradley,male
Harold Cronk,2016,Harold,male
Jeff Wadlow,2005,Jeff,male
Derek Cianfrance,2010,Derek,male
Duncan Tucker,2005,Duncan,male
William Brent Bell,2012,William Brent,NA
Russ Meyer,1970,Russ,male
Robert D. Webb,1956,Robert D.,NA
Davis Guggenheim,2006,Davis,male
Allan Dwan,1949,Allan,male
Martin Scorsese,2008,Martin,male
Eli Roth,2013,Eli,male
Ben Lewin,2012,Ben,male
Robert Kenner,2008,Robert,male
Andrew Erwin,2011,Andrew,male
Brad Anderson,1998,Brad,male
Craig Johnson,2014,Craig,male
Sean Durkin,2011,Sean,male
Gillian Robespierre,2014,Gillian,female
Courtney Hunt,2008,Courtney,female
Morgan Neville,2013,Morgan,male
James Toback,1997,James,male
Chris Paine,2006,Chris,male
Greg Berlanti,2000,Greg,male
Don Coscarelli,2002,Don,male
Marc Levin,1998,Marc,male
Richard Dutcher,2001,Richard,male
Trey Parker,1997,Trey,male
David Gordon Green,2003,David Gordon,NA
Finn Taylor,1997,Finn,male
Karen Moncrieff,2002,Karen,female
José Luis Valenzuela,2000,José Luis,NA
Gia Coppola,2013,Gia,female
Goran Dukic,2006,Goran,male
Mike Cahill,2014,Mike,male
Efram Potelle,2003,Efram,male
Alex Gibney,2007,Alex,male
Rohit Jagessar,2004,Rohit,male
Griffin Dunne,2000,Griffin,male
Johnny Remo,2012,Johnny,male
Ti West,2009,Ti,male
Nick Tomnay,2010,Nick,male
John Hamburg,1998,John,male
Nickolas Perry,1999,Nickolas,male
Dan Zukovic,1996,Dan,male
Craig Mazin,2000,Craig,male
Becky Smith,2009,Becky,female
Eric Nicholas,2006,Eric,male
Benjamin Dickinson,2015,Benjamin,male
Hal Haberman,2006,Hal,male
Darren Stein,1997,Darren,male
A. Raven Cruz,2005,A. Raven,NA
Frank Whaley,2001,Frank,male
Katherine Brooks,2006,Katherine,female
David Cross,2014,David,male
Randall Rubin,2006,Randall,male
Robert Bennett,2009,Robert,male
Mary Pat Kelly,2004,Mary Pat,NA
Lori Petty,2008,Lori,female
Charlie Levi,2008,Charlie,male
Kevin Hamedani,2009,Kevin,male
David DeCoteau,2012,David,male
Stefan C. Schaefer,2011,Stefan C.,NA
Michael Taliferro,2009,Michael,male
David DeCoteau,2014,David,male
Katie Aselton,2012,Katie,female
D. Stevens,2006,D.,NA
Robert Hall,2015,Robert,male
K. King,2013,K.,NA
Jonathan Meyers,2014,Jonathan,male
Ralph Nelson,1968,Ralph,male
Allison Burnett,2014,Allison,female
Richard Schenkman,2007,Richard,male
Sanjay Rawal,2014,Sanjay,male
Elia Kazan,1954,Elia,female
Kat Coiro,2011,Kat,NA
Brian Dorton,2015,Brian,male
David Slade,2005,David,male
Jamie Babbit,2005,Jamie,female
Ryan Coogler,2013,Ryan,male
Ramaa Mosley,2012,Ramaa,NA
James Algar,1942,James,male
Charles Herman-Wurmfeld,2007,Charles,male
C. Jay Cox,2003,C. Jay,NA
Tommy Oliver,2013,Tommy,male
Jamie Travis,2012,Jamie,female
Lee Toland Krieger,2012,Lee Toland,NA
Rich Christiano,2002,Rich,male
Nick Love,2015,Nick,male
Natalie Bible',2015,Natalie,female
Todd Solondz,1995,Todd,male
Victor Nunez,1993,Victor,male
Daniel Davila,2008,Daniel,male
Michael Burke,2003,Michael,male
Catherine Jelski,2000,Catherine,female
Shane Dawson,2014,Shane,male
Ryan Little,2003,Ryan,male
Clark Baker,2012,Clark,male
George Lucas,1973,George,male
Robert Greenwald,2006,Robert,male
Matt Maiellaro,2007,Matt,male
Colin Trevorrow,2012,Colin,male
Leslie Small,2011,Leslie,female
Ti West,2011,Ti,male
Neil Burger,2002,Neil,male
Jonathan Levine,2006,Jonathan,male
Christopher Hutson,2009,Christopher,male
Fred Zinnemann,1952,Fred,male
Steve James,1994,Steve,male
David LaChapelle,2005,David,male
Joseph Kosinski,2014,Joseph,male
Michael Cuesta,2001,Michael,male
Caryn Waechter,2014,Caryn,female
Emily Dell,2009,Emily,female
Ryan Fleck,2006,Ryan,male
Jennifer Wynne Farmer,1998,Jennifer Wynne,NA
Christopher Scott Cherot,1997,Christopher Scott,NA
H.M. Coakley,2015,H.M.,NA
Randy Moore,2013,Randy,male
Bill Benenson,2014,Bill,male
Ryan Smith,2012,Ryan,male
Travis Romero,2013,Travis,male
Anna Mastro,2015,Anna,female
Mark Sandrich,1935,Mark,male
Daniel Myrick,1999,Daniel,male
Michael Wadleigh,1970,Michael,male
John Landis,1977,John,male
Jon Gunn,2000,Jon,male
Gene Teigland,2007,Gene,male
Scott Ziehl,1998,Scott,male
Richard Montoya,2013,Richard,male
William Gazecki,2002,William,male
Lance McDaniel,2014,Lance,male
Michael Walker,2013,Michael,male
U. Roberto Romano,2011,U. Roberto,NA
Amy Holden Jones,1983,Amy Holden,NA
Alex Kendrick,2008,Alex,male
Joe Camp,1974,Joe,male
Chris Kentis,2003,Chris,male
Matt Walsh,2011,Matt,male
John 'Bud' Cardos,1977,John 'Bud',NA
Marilyn Agrelo,2005,Marilyn,female
Tom McCarthy,2003,Tom,male
Brian Baugh,2009,Brian,male
Patrick Creadon,2006,Patrick,male
Barry W. Blaustein,1999,Barry W.,NA
Kurt Hale,2002,Kurt,male
Joseph Dorman,2011,Joseph,male
Greg Harrison,2000,Greg,male
Kurt Hale,2003,Kurt,male
Michael Polish,1999,Michael,male
Jacob Aaron Estes,2004,Jacob Aaron,NA
Morgan J. Freeman,1997,Morgan J.,NA
Eric Schaeffer,2001,Eric,male
Neema Barnette,2002,Neema,female
Steve Buscemi,2005,Steve,male
Joe Swanberg,2013,Joe,male
Molly Bernstein,2012,Molly,female
Marius A. Markevicius,2012,Marius A.,NA
Justin Lin,2007,Justin,male
C. Jay Cox,2007,C. Jay,NA
Alex Smith,2002,Alex,male
Jonathan Parker,2005,Jonathan,male
Sol Tryon,2007,Sol,male
Alex Craig Mann,2012,Alex Craig,NA
Marc Forster,2000,Marc,male
Andrew Niccol,2014,Andrew,male
Daston Kalili,2005,Daston,NA
William Gazecki,2014,William,male
Michael Hoffman Jr.,2012,Michael Hoffman,NA
Patrick Gilles,2015,Patrick,male
Georgia Hilton,2015,Georgia,female
Jack Heller,2011,Jack,male
Warren Sheppard,2016,Warren,male
Darren Lynn Bousman,2016,Darren Lynn,NA
Justin Paul Miller,2014,Justin Paul,NA
Joel Paul Reisig,2016,Joel Paul,NA
Catherine Gund,2014,Catherine,female
Luke Dye,2016,Luke,male
Michael Herz,1984,Michael,male
Matty Rich,1991,Matty,male
Alec Asten,2015,Alec,male
Lloyd Kaufman,2006,Lloyd,male
Matthew Watts,2013,Matthew,male
Lloyd Bacon,1933,Lloyd,male
Joe Kenemore,2014,Joe,male
Whit Stillman,1990,Whit,male
Eric England,2013,Eric,male
Jared Hess,2004,Jared,male
Jeremy Saulnier,2013,Jeremy,male
Oren Peli,2007,Oren,male
Stacy Peralta,2001,Stacy,female
Richard Glatzer,2006,Richard,male
Sue Corcoran,2003,Sue,female
Jonathan Caouette,2003,Jonathan,male
Ray Griggs,2010,Ray,male
Matt Jackson,2014,Matt,male
Tom Vaughan,2008,Tom,male
Ari Kirschenbaum,2002,Ari,male
D.W. Griffith,1916,D.W.,NA
Roger Nygard,1997,Roger,male
Harry Beaumont,1929,Harry,male
Sam Raimi,1981,Sam,male
Henry Alex Rubin,2005,Henry Alex,NA
Sam Firstenberg,1987,Sam,male
Chad Kapper,2015,Chad,male
Sidney Lumet,1957,Sidney,male
Paul Fierlinger,2009,Paul,male
Frank Capra,1934,Frank,male
Lauren Lazin,2003,Lauren,female
Gavin O'Connor,1999,Gavin,male
Gregory Widen,1995,Gregory,male
Peter Hedges,2003,Peter,male
Kelly Reichardt,2006,Kelly,female
Kelly Reichardt,2008,Kelly,female
Eric Mendelsohn,2010,Eric,male
Michael Roemer,1964,Michael,male
Jesse Peretz,1997,Jesse,male
Eddie O'Flaherty,2004,Eddie,male
Babar Ahmed,2009,Babar,NA
John D. Hancock,2015,John D.,NA
Paul Bartel,1975,Paul,male
Bruce Dellis,2014,Bruce,male
Pece Dingo,1990,Pece,NA
Jerome Elston Scott,2010,Jerome Elston,NA
Herb Freed,1981,Herb,male
Jack Perez,2011,Jack,male
Craig Zobel,2012,Craig,male
Kevin Smith,1997,Kevin,male
Nicole Holofcener,2001,Nicole,female
Ken Del Conte,2010,Ken Del,NA
Justin Lin,2002,Justin,male
Maria Maggenti,1995,Maria,female
Miguel Arteta,2000,Miguel,male
Piyush Dinker Pandya,2001,Piyush Dinker,NA
Daniel Columbie,2014,Daniel,male
Bill Plympton,1997,Bill,male
Greg Harrison,2004,Greg,male
Drake Doremus,2011,Drake,male
Al Franklin,2015,Al,male
Michael Kang,2005,Michael,male
Paul Schrader,2013,Paul,male
Lori Silverbush,2004,Lori,female
Jeff Nichols,2007,Jeff,male
Hilary Brougher,1997,Hilary,female
Rachel Goldenberg,2008,Rachel,female
Jamin Winans,2009,Jamin,male
Tom Seidman,2010,Tom,male
Jason Naumann,2007,Jason,male
Matt Cimber,1982,Matt,male
Sam Martin,2013,Sam,male
Andrew Hyatt,2012,Andrew,male
Joel Paul Reisig,2014,Joel Paul,NA
Kristin Rizzo,2014,Kristin,female
King Vidor,1925,King,male
Ward Roberts,2006,Ward,male
Zoran Lisinac,2013,Zoran,male
James O'Brien,2015,James,male
Tom Putnam,2012,Tom,male
Jon Shear,2000,Jon,male
Al Silliman Jr.,1969,Al Silliman,NA
Eugène Lourié,1953,Eugène,NA
Doug Liman,1996,Doug,male
Lowell Sherman,1933,Lowell,male
Maurizio Benazzo,2004,Maurizio,male
David G. Evans,2010,David G.,NA
Ava DuVernay,2012,Ava,female
Sherman Alexie,2002,Sherman,male
Justin Dillon,2008,Justin,male
Stevan Mena,2003,Stevan,male
Adam Rifkin,2015,Adam,male
Eric Valette,2010,Eric,male
Jay Duplass,2008,Jay,male
Livingston Oden,2014,Livingston,male
Marianna Palka,2008,Marianna,female
Ricki Stern,2006,Ricki,female
Nadia Tass,2004,Nadia,female
James Kerwin,2008,James,male
C. Fraser Press,2012,C. Fraser,NA
Rania Attieh,2014,Rania,female
Sharon Greytak,2012,Sharon,female
Spike Lee,1986,Spike,male
Cary Bell,2014,Cary,male
Mike Cahill,2011,Mike,male
Melvin Van Peebles,1971,Melvin Van,NA
Ken Roht,2014,Ken,male
Gary Winick,2000,Gary,male
Robinson Devor,1999,Robinson,male
Michel Orion Scott,2009,Michel Orion,NA
Eric Bugbee,2015,Eric,male
Bill Melendez,1965,Bill,male
Dena Seidel,2015,Dena,female
Deborah Anderson,2013,Deborah,female
Sara Newens,2014,Sara,female
Michael Moore,1989,Michael,male
Sai Varadan,2014,Sai,male
Zal Batmanglij,2011,Zal,NA
Andrew Berends,2005,Andrew,male
Lynn Shelton,2011,Lynn,female
Valentine,2015,NA,NA
Nate Parker,2016,Nate,male
Nathan Smith Jones,2003,Nathan Smith,NA
Alex Kendrick,2006,Alex,male
Travis Cluff,2015,Travis,male
David Lynch,1977,David,male
Harry F. Millarde,1920,Harry F.,NA
Robert Townsend,1987,Robert,male
Peter Chelsom,1998,Peter,male
Jamaa Fanaka,1979,Jamaa,NA
Larry Blamire,2001,Larry,male
Stephen Langford,2014,Stephen,male
E.L. Katz,2013,E.L.,NA
John Reinhardt,1948,John,male
Patrick Ryan Sims,2013,Patrick Ryan,NA
Laslo Benedek,1971,Laslo,NA
Jason Miller,2014,Jason,male
Sut Jhally,2004,Sut,NA
Darren Aronofsky,1998,Darren,male
Julie Davis,1997,Julie,female
Myles Berkowitz,1998,Myles,male
Brett Piper,2015,Brett,male
Morgan Spurlock,2004,Morgan,male
Brandon Trost,2011,Brandon,male
Joe Swanberg,2014,Joe,male
Joseph Green,1962,Joseph,male
Wade Gasque,2014,Wade,male
Daniel Schechter,2012,Daniel,male
Mike Flanagan,2011,Mike,male
Edward Burns,1995,Edward,male
Lena Dunham,2010,Lena,female
Terron R. Parsons,2012,Terron R.,NA
Daniel Mellitz,2006,Daniel,male
Jem Cohen,2015,Jem,male
Andrew Leman,2005,Andrew,male
Dave Carroll,2013,Dave,male
William Eubank,2014,William,male
Patrick Meaney,2014,Patrick,male
Chad Hartigan,2013,Chad,male
Malcolm Goodwin,2013,Malcolm,male
David Gordon Green,2000,David Gordon,NA
Kevin Jordan,1999,Kevin,male
Kirk Loudon,2014,Kirk,male
Travis Legge,2011,Travis,male
Martin Scorsese,1978,Martin,male
Collin Joseph Neal,2012,Collin Joseph,NA
Bradley Rust Gray,2009,Bradley Rust,NA
Mike Bruce,2007,Mike,male
Andrew Bujalski,2005,Andrew,male
Damir Catic,2013,Damir,male
Kevin Smith,1994,Kevin,male
James Bidgood,1971,James,male
Andrew Bujalski,2002,Andrew,male
Eric Eason,2002,Eric,male
Richard Linklater,1991,Richard,male
Joseph Mazzella,2015,Joseph,male
Travis Legge,2013,Travis,male
Alex Kendrick,2003,Alex,male
Marcus Nispel,2015,Marcus,male
Brandon Landers,2011,Brandon,male
Jay Duplass,2005,Jay,male
Daryl Wein,2009,Daryl,male
Jason Trost,2011,Jason,male
John Waters,1972,John,male
Tadeo Garcia,2004,Tadeo,male
Thomas L. Phillips,2012,Thomas L.,NA
Ash Baron-Cohen,1995,Ash,NA
Shane Carruth,2004,Shane,male
Robert Rodriguez,1992,Robert,male
Anthony Vallone,2005,Anthony,male
Edward Burns,2011,Edward,male
Benjamin Roberds,2013,Benjamin,male
Daniel Hsia,2012,Daniel,male
Jon Gunn,2004,Jon,male
